theme,literature,number,chosen,difficulty
"Плавання. Сила Архімеда",Физика. 8 класс: Сборник задач И. Ю. Ненашев,21.29,False,
"Плавання. Сила Архімеда",Физика. 8 класс: Сборник задач И. Ю. Ненашев,21.30,False,
"Плавання. Сила Архімеда",Физика. 8 класс: Сборник задач И. Ю. Ненашев,21.31,True,0
"Плавання. Сила Архімеда",Физика. 8 класс: Сборник задач И. Ю. Ненашев,21.32,True,0
"Плавання. Сила Архімеда",Физика. 8 класс: Сборник задач И. Ю. Ненашев,21.33,False,
"Плавання. Сила Архімеда","Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.68,False,
"Плавання. Сила Архімеда","Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.69,False,
"Плавання. Сила Архімеда","Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.70,False,
"Плавання. Сила Архімеда","Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.71,True,1
"Плавання. Сила Архімеда","Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.72,True,2
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",31,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",32,True,1
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",33,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",34,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",36,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",37,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",38,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",39,True,1
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",62,False,
Рух ідеальної рідини,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",64,True,0
Рух зі змінною швидкістю. Рух в полі тяжіння. Криволінійний рух. Рух зі зв’язками,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",1.24,True,0
Рух зі змінною швидкістю. Рух в полі тяжіння. Криволінійний рух. Рух зі зв’язками,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",1.25,False,
Рух зі змінною швидкістю. Рух в полі тяжіння. Криволінійний рух. Рух зі зв’язками,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",1.26,False,
